Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
1,Ongkir pesan obat makin mahal skrg 22rb ++ nya banyak jatuhnya 26rb mana lelet banget pengirimanya estimasi 1 jam bs ampe 2jam lebih..,Ongkir pesan obat makin mahal skrg rb  nya banyak jatuhnya rb mana lelet banget pengirimanya estimasi  jam bs ampe jam lebih,ongkir pesan obat makin mahal skrg rb  nya banyak jatuhnya rb mana lelet banget pengirimanya estimasi  jam bs ampe jam lebih,ongkir pesan obat makin mahal sekarang ribu ya banyak jatuhnya ribu mana lelet banget pengirimanya estimasi jam bisa sampai jam lebih,"['ongkir', 'pesan', 'obat', 'makin', 'mahal', 'sekarang', 'ribu', 'ya', 'banyak', 'jatuhnya', 'ribu', 'mana', 'lelet', 'banget', 'pengirimanya', 'estimasi', 'jam', 'bisa', 'sampai', 'jam', 'lebih']","['ongkir', 'pesan', 'obat', 'mahal', 'ribu', 'ya', 'jatuhnya', 'ribu', 'lelet', 'banget', 'pengirimanya', 'estimasi', 'jam', 'jam']",ongkir pesan obat mahal ribu ya jatuh ribu lelet banget pengirimanya estimasi jam jam
1,Pengiriman buruk,Pengiriman buruk,pengiriman buruk,pengiriman buruk,"['pengiriman', 'buruk']","['pengiriman', 'buruk']",kirim buruk
5,"HELPFULL, EASY TO USE, FAST RESPOND!! THANK YOUUU😭👍🏻",HELPFULL EASY TO USE FAST RESPOND THANK YOUUU,helpfull easy to use fast respond thank youuu,helpfull easy tapi use fast respond thank youuu,"['helpfull', 'easy', 'tapi', 'use', 'fast', 'respond', 'thank', 'youuu']","['helpfull', 'easy', 'use', 'fast', 'respond', 'thank', 'youuu']",helpfull easy use fast respond thank youuu
5,"Dokternya ramah, cuma wsktu konsul kurang lama, saya akan coba lagi",Dokternya ramah cuma wsktu konsul kurang lama saya akan coba lagi,dokternya ramah cuma wsktu konsul kurang lama saya akan coba lagi,dokternya ramah cuma wsktu konsultasi kurang lama saya akan coba lagi,"['dokternya', 'ramah', 'cuma', 'wsktu', 'konsultasi', 'kurang', 'lama', 'saya', 'akan', 'coba', 'lagi']","['dokternya', 'ramah', 'wsktu', 'konsultasi', 'coba']",dokter ramah wsktu konsultasi coba
5,Sangat memberi solusi,Sangat memberi solusi,sangat memberi solusi,sangat memberi solusi,"['sangat', 'memberi', 'solusi']",['solusi'],solusi
5,Great apps,Great apps,great apps,great apps,"['great', 'apps']","['great', 'apps']",great apps
5,"Apknya bagus, fiturnya ok bgt mudah dipahami, banyak voucher juga mantap deh",Apknya bagus fiturnya ok bgt mudah dipahami banyak voucher juga mantap deh,apknya bagus fiturnya ok bgt mudah dipahami banyak voucher juga mantap deh,apknya bagus fiturnya ok banget mudah dipahami banyak voucher juga mantap deh,"['apknya', 'bagus', 'fiturnya', 'ok', 'banget', 'mudah', 'dipahami', 'banyak', 'voucher', 'juga', 'mantap', 'deh']","['apknya', 'bagus', 'fiturnya', 'ok', 'banget', 'mudah', 'dipahami', 'voucher', 'mantap', 'deh']",apknya bagus fiturnya ok banget mudah paham voucher mantap deh
5,Cukup membantu meski Konsul via chat,Cukup membantu meski Konsul via chat,cukup membantu meski konsul via chat,cukup membantu meski konsultasi via chat,"['cukup', 'membantu', 'meski', 'konsultasi', 'via', 'chat']","['membantu', 'konsultasi', 'via', 'chat']",bantu konsultasi via chat
5,Emang best buat konsutlasi online rekomen banget aplikasi ini gampang juga buat pembayaran bisa via dana gopay dana bestt 👍👍,Emang best buat konsutlasi online rekomen banget aplikasi ini gampang juga buat pembayaran bisa via dana gopay dana bestt ,emang best buat konsutlasi online rekomen banget aplikasi ini gampang juga buat pembayaran bisa via dana gopay dana bestt ,memang best buat konsutlasi online rekomen banget aplikasi ini gampang juga buat pembayaran bisa via dana gopay dana bestt,"['memang', 'best', 'buat', 'konsutlasi', 'online', 'rekomen', 'banget', 'aplikasi', 'ini', 'gampang', 'juga', 'buat', 'pembayaran', 'bisa', 'via', 'dana', 'gopay', 'dana', 'bestt']","['best', 'konsutlasi', 'online', 'rekomen', 'banget', 'aplikasi', 'gampang', 'pembayaran', 'via', 'dana', 'gopay', 'dana', 'bestt']",best konsutlasi online rekomen banget aplikasi gampang bayar via dana gopay dana bestt
5,"App yg simple tp sangat membantu. Terhubung mudah dg dokter, asuransi, apotek dengan harga terjangkau. Terima kasih",App yg simple tp sangat membantu Terhubung mudah dg dokter asuransi apotek dengan harga terjangkau Terima kasih,app yg simple tp sangat membantu terhubung mudah dg dokter asuransi apotek dengan harga terjangkau terima kasih,app yang simple tapi sangat membantu terhubung mudah dengan dokter asuransi apotek dengan harga terjangkau terima kasih,"['app', 'yang', 'simple', 'tapi', 'sangat', 'membantu', 'terhubung', 'mudah', 'dengan', 'dokter', 'asuransi', 'apotek', 'dengan', 'harga', 'terjangkau', 'terima', 'kasih']","['app', 'simple', 'membantu', 'terhubung', 'mudah', 'dokter', 'asuransi', 'apotek', 'harga', 'terjangkau', 'terima', 'kasih']",app simple bantu hubung mudah dokter asuransi apotek harga jangkau terima kasih
5,Aplikasi yang sangat bermanfaat,Aplikasi yang sangat bermanfaat,aplikasi yang sangat bermanfaat,aplikasi yang sangat bermanfaat,"['aplikasi', 'yang', 'sangat', 'bermanfaat']","['aplikasi', 'bermanfaat']",aplikasi manfaat
5,Membantu untuk saya yang kesulitan pergi konsultasi ke dokter karna harus bekerja,Membantu untuk saya yang kesulitan pergi konsultasi ke dokter karna harus bekerja,membantu untuk saya yang kesulitan pergi konsultasi ke dokter karna harus bekerja,membantu untuk saya yang kesulitan pergi konsultasi ke dokter karena harus bekerja,"['membantu', 'untuk', 'saya', 'yang', 'kesulitan', 'pergi', 'konsultasi', 'ke', 'dokter', 'karena', 'harus', 'bekerja']","['membantu', 'kesulitan', 'pergi', 'konsultasi', 'dokter']",bantu sulit pergi konsultasi dokter
5,"Sangat membantu disaat sedang dalam kesibukan, dan dokter nya pun cepat respone nya",Sangat membantu disaat sedang dalam kesibukan dan dokter nya pun cepat respone nya,sangat membantu disaat sedang dalam kesibukan dan dokter nya pun cepat respone nya,sangat membantu disaat sedang dalam kesibukan dan dokter ya pun cepat respone ya,"['sangat', 'membantu', 'disaat', 'sedang', 'dalam', 'kesibukan', 'dan', 'dokter', 'ya', 'pun', 'cepat', 'respone', 'ya']","['membantu', 'disaat', 'kesibukan', 'dokter', 'ya', 'cepat', 'respone', 'ya']",bantu saat sibuk dokter ya cepat respone ya
5,aplikasi ini aksesnya bagus dan saya terlayani dengan baik,aplikasi ini aksesnya bagus dan saya terlayani dengan baik,aplikasi ini aksesnya bagus dan saya terlayani dengan baik,aplikasi ini aksesnya bagus dan saya terlayani dengan baik,"['aplikasi', 'ini', 'aksesnya', 'bagus', 'dan', 'saya', 'terlayani', 'dengan', 'baik']","['aplikasi', 'aksesnya', 'bagus', 'terlayani']",aplikasi akses bagus layan
5,🥰🥰🥰,,,,[],[],
5,Sangat puas penjelasan sangat jelas terimakasih dok 🙏,Sangat puas penjelasan sangat jelas terimakasih dok ,sangat puas penjelasan sangat jelas terimakasih dok ,sangat puas penjelasan sangat jelas terimakasih dok,"['sangat', 'puas', 'penjelasan', 'sangat', 'jelas', 'terimakasih', 'dok']","['puas', 'penjelasan', 'terimakasih', 'dok']",puas jelas terimakasih dok
5,"Terima kasih halodoc, karena adanya halodoc jerawat yang bertahun tahun bisa hilang karena konsultasi rutin dengan dokter kulit",Terima kasih halodoc karena adanya halodoc jerawat yang bertahun tahun bisa hilang karena konsultasi rutin dengan dokter kulit,terima kasih halodoc karena adanya halodoc jerawat yang bertahun tahun bisa hilang karena konsultasi rutin dengan dokter kulit,terima kasih halodoc karena adanya halodoc jerawat yang bertahun tahun bisa hilang karena konsultasi rutin dengan dokter kulit,"['terima', 'kasih', 'halodoc', 'karena', 'adanya', 'halodoc', 'jerawat', 'yang', 'bertahun', 'tahun', 'bisa', 'hilang', 'karena', 'konsultasi', 'rutin', 'dengan', 'dokter', 'kulit']","['terima', 'kasih', 'halodoc', 'halodoc', 'jerawat', 'bertahun', 'hilang', 'konsultasi', 'rutin', 'dokter', 'kulit']",terima kasih halodoc halodoc jerawat tahun hilang konsultasi rutin dokter kulit
5,"Alhamdulillah sangat membantu, apalagi sekarang sudah terinkripsi dengan tempat kerja",Alhamdulillah sangat membantu apalagi sekarang sudah terinkripsi dengan tempat kerja,alhamdulillah sangat membantu apalagi sekarang sudah terinkripsi dengan tempat kerja,alhamdulillah sangat membantu apalagi sekarang sudah terinkripsi dengan tempat kerja,"['alhamdulillah', 'sangat', 'membantu', 'apalagi', 'sekarang', 'sudah', 'terinkripsi', 'dengan', 'tempat', 'kerja']","['alhamdulillah', 'membantu', 'terinkripsi', 'kerja']",alhamdulillah bantu terinkripsi kerja
5,Dokyer gracia sangat telaten dan baik dalam konsulnya.,Dokyer gracia sangat telaten dan baik dalam konsulnya,dokyer gracia sangat telaten dan baik dalam konsulnya,dokyer gracia sangat telaten dan baik dalam konsulnya,"['dokyer', 'gracia', 'sangat', 'telaten', 'dan', 'baik', 'dalam', 'konsulnya']","['dokyer', 'gracia', 'telaten', 'konsulnya']",dokyer gracia telaten konsul
5,Bagus buat konsultasi penyakit,Bagus buat konsultasi penyakit,bagus buat konsultasi penyakit,bagus buat konsultasi penyakit,"['bagus', 'buat', 'konsultasi', 'penyakit']","['bagus', 'konsultasi', 'penyakit']",bagus konsultasi sakit
5,Konsultasi dengan dokter sangat membantu sekali,Konsultasi dengan dokter sangat membantu sekali,konsultasi dengan dokter sangat membantu sekali,konsultasi dengan dokter sangat membantu sekali,"['konsultasi', 'dengan', 'dokter', 'sangat', 'membantu', 'sekali']","['konsultasi', 'dokter', 'membantu']",konsultasi dokter bantu
1,"Aplikasi nya jelek, saya mau konsul ke dr. Urologi. Pas saya bayar dokter nya masih online, setelah saya bayar dan mau masuk ke room konsultasinya gak bisa. Beberapa menit kemudian baru bisa masuk, tpi sesi konsultasi sudah diakhiri. Dan dokternya langsung offline Saya sudah buat laporan beberapa hari yg lalu tpi sampe skrg tidak ada penyelesaian, adminnya bertele tele Setelah saya liat ulasan disini ternyta banyak mengalami hal yg sama. aplikasi pemberi layanan kesehatan kok jdi penipuan",Aplikasi nya jelek saya mau konsul ke dr Urologi Pas saya bayar dokter nya masih online setelah saya bayar dan mau masuk ke room konsultasinya gak bisa Beberapa menit kemudian baru bisa masuk tpi sesi konsultasi sudah diakhiri Dan dokternya langsung offline Saya sudah buat laporan beberapa hari yg lalu tpi sampe skrg tidak ada penyelesaian adminnya bertele tele Setelah saya liat ulasan disini ternyta banyak mengalami hal yg sama aplikasi pemberi layanan kesehatan kok jdi penipuan,aplikasi nya jelek saya mau konsul ke dr urologi pas saya bayar dokter nya masih online setelah saya bayar dan mau masuk ke room konsultasinya gak bisa beberapa menit kemudian baru bisa masuk tpi sesi konsultasi sudah diakhiri dan dokternya langsung offline saya sudah buat laporan beberapa hari yg lalu tpi sampe skrg tidak ada penyelesaian adminnya bertele tele setelah saya liat ulasan disini ternyta banyak mengalami hal yg sama aplikasi pemberi layanan kesehatan kok jdi penipuan,aplikasi ya jelek saya mau konsultasi ke dari urologi pas saya bayar dokter ya masih online setelah saya bayar dan mau masuk ke room konsultasinya tidak bisa beberapa menit kemudian baru bisa masuk tapi sesi konsultasi sudah diakhiri dan dokternya langsung offline saya sudah buat laporan beberapa hari yang lalu tapi sampai sekarang tidak ada penyelesaian adminnya bertele tele setelah saya lihat ulasan disini ternyta banyak mengalami hal yang sama aplikasi pemberi layanan kesehatan kok jadi penipuan,"['aplikasi', 'ya', 'jelek', 'saya', 'mau', 'konsultasi', 'ke', 'dari', 'urologi', 'pas', 'saya', 'bayar', 'dokter', 'ya', 'masih', 'online', 'setelah', 'saya', 'bayar', 'dan', 'mau', 'masuk', 'ke', 'room', 'konsultasinya', 'tidak', 'bisa', 'beberapa', 'menit', 'kemudian', 'baru', 'bisa', 'masuk', 'tapi', 'sesi', 'konsultasi', 'sudah', 'diakhiri', 'dan', 'dokternya', 'langsung', 'offline', 'saya', 'sudah', 'buat', 'laporan', 'beberapa', 'hari', 'yang', 'lalu', 'tapi', 'sampai', 'sekarang', 'tidak', 'ada', 'penyelesaian', 'adminnya', 'bertele', 'tele', 'setelah', 'saya', 'lihat', 'ulasan', 'disini', 'ternyta', 'banyak', 'mengalami', 'hal', 'yang', 'sama', 'aplikasi', 'pemberi', 'layanan', 'kesehatan', 'kok', 'jadi', 'penipuan']","['aplikasi', 'ya', 'jelek', 'konsultasi', 'urologi', 'pas', 'bayar', 'dokter', 'ya', 'online', 'bayar', 'masuk', 'room', 'konsultasinya', 'menit', 'masuk', 'sesi', 'konsultasi', 'dokternya', 'langsung', 'offline', 'laporan', 'penyelesaian', 'adminnya', 'bertele', 'tele', 'lihat', 'ulasan', 'ternyta', 'mengalami', 'aplikasi', 'pemberi', 'layanan', 'kesehatan', 'penipuan']",aplikasi ya jelek konsultasi urologi pas bayar dokter ya online bayar masuk room konsultasi menit masuk sesi konsultasi dokter langsung offline lapor selesai adminnya tele tele lihat ulas ternyta alami aplikasi beri layan sehat tipu
5,Terimakasih banyak sudah membantu diantarkan diwaktu hujan2. semoga kerjax berkah dan selalu sehat pak.,Terimakasih banyak sudah membantu diantarkan diwaktu hujan semoga kerjax berkah dan selalu sehat pak,terimakasih banyak sudah membantu diantarkan diwaktu hujan semoga kerjax berkah dan selalu sehat pak,terimakasih banyak sudah membantu diantarkan diwaktu hujan semoga kerjax berkah dan selalu sehat pak,"['terimakasih', 'banyak', 'sudah', 'membantu', 'diantarkan', 'diwaktu', 'hujan', 'semoga', 'kerjax', 'berkah', 'dan', 'selalu', 'sehat', 'pak']","['terimakasih', 'membantu', 'diantarkan', 'diwaktu', 'hujan', 'semoga', 'kerjax', 'berkah', 'sehat']",terimakasih bantu antar waktu hujan moga kerjax berkah sehat
5,Mantaps,Mantaps,mantaps,mantaps,['mantaps'],['mantaps'],mantaps
5,Membantu banget buat yg tinggal sendiri,Membantu banget buat yg tinggal sendiri,membantu banget buat yg tinggal sendiri,membantu banget buat yang tinggal sendiri,"['membantu', 'banget', 'buat', 'yang', 'tinggal', 'sendiri']","['membantu', 'banget', 'tinggal']",bantu banget tinggal
5,"Menggampangkan untuk kaum yg malas antrian,sangat membantu sy dan dokter2 nya sangat berpengalaman.. terimakasih halodoc,kalo ga ada halodoc mungkin ga bakalan berobat saking malesnya antrian..",Menggampangkan untuk kaum yg malas antriansangat membantu sy dan dokter nya sangat berpengalaman terimakasih halodockalo ga ada halodoc mungkin ga bakalan berobat saking malesnya antrian,menggampangkan untuk kaum yg malas antriansangat membantu sy dan dokter nya sangat berpengalaman terimakasih halodockalo ga ada halodoc mungkin ga bakalan berobat saking malesnya antrian,menggampangkan untuk kaum yang malas antriansangat membantu saya dan dokter ya sangat berpengalaman terimakasih halodockalo tidak ada halodoc mungkin tidak bakalan berobat saking malesnya antrian,"['menggampangkan', 'untuk', 'kaum', 'yang', 'malas', 'antriansangat', 'membantu', 'saya', 'dan', 'dokter', 'ya', 'sangat', 'berpengalaman', 'terimakasih', 'halodockalo', 'tidak', 'ada', 'halodoc', 'mungkin', 'tidak', 'bakalan', 'berobat', 'saking', 'malesnya', 'antrian']","['menggampangkan', 'kaum', 'malas', 'antriansangat', 'membantu', 'dokter', 'ya', 'berpengalaman', 'terimakasih', 'halodockalo', 'halodoc', 'berobat', 'saking', 'malesnya', 'antrian']",gampang kaum malas antriansangat bantu dokter ya alam terimakasih halodockalo halodoc obat saking malesnya antri
5,Aplikasi yang sangat memudahkan berkonsultasi sama dok dimana pun dan kapanpun. Respon dok nya juga cepat dan jelas. Thanks for Halodoc🙏🙏❤️,Aplikasi yang sangat memudahkan berkonsultasi sama dok dimana pun dan kapanpun Respon dok nya juga cepat dan jelas Thanks for Halodoc,aplikasi yang sangat memudahkan berkonsultasi sama dok dimana pun dan kapanpun respon dok nya juga cepat dan jelas thanks for halodoc,aplikasi yang sangat memudahkan berkonsultasi sama dok dimana pun dan kapanpun respon dok ya juga cepat dan jelas thanks for halodoc,"['aplikasi', 'yang', 'sangat', 'memudahkan', 'berkonsultasi', 'sama', 'dok', 'dimana', 'pun', 'dan', 'kapanpun', 'respon', 'dok', 'ya', 'juga', 'cepat', 'dan', 'jelas', 'thanks', 'for', 'halodoc']","['aplikasi', 'memudahkan', 'berkonsultasi', 'dok', 'dimana', 'respon', 'dok', 'ya', 'cepat', 'thanks', 'for', 'halodoc']",aplikasi mudah konsultasi dok mana respon dok ya cepat thanks for halodoc
5,Dr nya ok semua,Dr nya ok semua,dr nya ok semua,dari ya ok semua,"['dari', 'ya', 'ok', 'semua']","['ya', 'ok']",ya ok
5,Alhamdulillah puas,Alhamdulillah puas,alhamdulillah puas,alhamdulillah puas,"['alhamdulillah', 'puas']","['alhamdulillah', 'puas']",alhamdulillah puas
5,"Amat sangat membantu disaat butuh dokter malam hari gini diakhir pekan. Dokternya baik, sangat membantu. Terimakasih",Amat sangat membantu disaat butuh dokter malam hari gini diakhir pekan Dokternya baik sangat membantu Terimakasih,amat sangat membantu disaat butuh dokter malam hari gini diakhir pekan dokternya baik sangat membantu terimakasih,amat sangat membantu disaat butuh dokter malam hari begini diakhir pekan dokternya baik sangat membantu terimakasih,"['amat', 'sangat', 'membantu', 'disaat', 'butuh', 'dokter', 'malam', 'hari', 'begini', 'diakhir', 'pekan', 'dokternya', 'baik', 'sangat', 'membantu', 'terimakasih']","['membantu', 'disaat', 'butuh', 'dokter', 'malam', 'diakhir', 'pekan', 'dokternya', 'membantu', 'terimakasih']",bantu saat butuh dokter malam akhir pekan dokter bantu terimakasih
5,"Awalnya kecewa karna tertulis dokter online, tapi saat dihubungi ternyata sibuk. Tapi dengan pelayanan cepat, biaya langsung diproses dan dikembalikan. Kemudian mencoba dengan dokter yang lain, alhamdulillah tersambung dan mendapatkan respon yang baik dan cepat. Terimkasih Halodoc",Awalnya kecewa karna tertulis dokter online tapi saat dihubungi ternyata sibuk Tapi dengan pelayanan cepat biaya langsung diproses dan dikembalikan Kemudian mencoba dengan dokter yang lain alhamdulillah tersambung dan mendapatkan respon yang baik dan cepat Terimkasih Halodoc,awalnya kecewa karna tertulis dokter online tapi saat dihubungi ternyata sibuk tapi dengan pelayanan cepat biaya langsung diproses dan dikembalikan kemudian mencoba dengan dokter yang lain alhamdulillah tersambung dan mendapatkan respon yang baik dan cepat terimkasih halodoc,awalnya kecewa karena tertulis dokter online tapi saat dihubungi ternyata sibuk tapi dengan pelayanan cepat biaya langsung diproses dan dikembalikan kemudian mencoba dengan dokter yang lain alhamdulillah tersambung dan mendapatkan respon yang baik dan cepat terimkasih halodoc,"['awalnya', 'kecewa', 'karena', 'tertulis', 'dokter', 'online', 'tapi', 'saat', 'dihubungi', 'ternyata', 'sibuk', 'tapi', 'dengan', 'pelayanan', 'cepat', 'biaya', 'langsung', 'diproses', 'dan', 'dikembalikan', 'kemudian', 'mencoba', 'dengan', 'dokter', 'yang', 'lain', 'alhamdulillah', 'tersambung', 'dan', 'mendapatkan', 'respon', 'yang', 'baik', 'dan', 'cepat', 'terimkasih', 'halodoc']","['kecewa', 'tertulis', 'dokter', 'online', 'dihubungi', 'sibuk', 'pelayanan', 'cepat', 'biaya', 'langsung', 'diproses', 'dikembalikan', 'mencoba', 'dokter', 'alhamdulillah', 'tersambung', 'respon', 'cepat', 'terimkasih', 'halodoc']",kecewa tulis dokter online hubung sibuk layan cepat biaya langsung proses kembali coba dokter alhamdulillah sambung respon cepat terimkasih halodoc
1,"apk gblk gabisa tag lokasi giliran driver marah² nyalahin penggunanya mana ada minimal pembelanjaan lagi,ga worth it nyesel download apk ini",apk gblk gabisa tag lokasi giliran driver marah nyalahin penggunanya mana ada minimal pembelanjaan lagiga worth it nyesel download apk ini,apk gblk gabisa tag lokasi giliran driver marah nyalahin penggunanya mana ada minimal pembelanjaan lagiga worth it nyesel download apk ini,apk gblk tag lokasi giliran driver marah menyalahkan penggunanya mana ada minimal pembelanjaan lagiga worth itu menyesal download apk ini,"['apk', 'gblk', 'tag', 'lokasi', 'giliran', 'driver', 'marah', 'menyalahkan', 'penggunanya', 'mana', 'ada', 'minimal', 'pembelanjaan', 'lagiga', 'worth', 'itu', 'menyesal', 'download', 'apk', 'ini']","['apk', 'gblk', 'tag', 'lokasi', 'giliran', 'driver', 'marah', 'menyalahkan', 'penggunanya', 'minimal', 'pembelanjaan', 'lagiga', 'worth', 'menyesal', 'download', 'apk']",apk gblk tag lokasi gilir driver marah salah guna minimal belanja lagiga worth sesal download apk
5,Bagussss,Bagussss,bagussss,bagus,['bagus'],['bagus'],bagus
5,Sangat menyenangkan dan membantu sekali,Sangat menyenangkan dan membantu sekali,sangat menyenangkan dan membantu sekali,sangat menyenangkan dan membantu sekali,"['sangat', 'menyenangkan', 'dan', 'membantu', 'sekali']","['menyenangkan', 'membantu']",senang bantu
5,Suka banget,Suka banget,suka banget,suka banget,"['suka', 'banget']","['suka', 'banget']",suka banget
5,Cukup membantu ketika tidak bisa keluar rumah,Cukup membantu ketika tidak bisa keluar rumah,cukup membantu ketika tidak bisa keluar rumah,cukup membantu ketika tidak bisa keluar rumah,"['cukup', 'membantu', 'ketika', 'tidak', 'bisa', 'keluar', 'rumah']","['membantu', 'rumah']",bantu rumah
3,"Dokternya ramah,dan rekomend",Dokternya ramahdan rekomend,dokternya ramahdan rekomend,dokternya ramahdan rekomend,"['dokternya', 'ramahdan', 'rekomend']","['dokternya', 'ramahdan', 'rekomend']",dokter ramahdan rekomend
1,Ini aplikasi Halodoc kenapa sih? aplikasi nya berat dan suka bikin hang HP saya. Tolong perbaiki Aplikasinya,Ini aplikasi Halodoc kenapa sih aplikasi nya berat dan suka bikin hang HP saya Tolong perbaiki Aplikasinya,ini aplikasi halodoc kenapa sih aplikasi nya berat dan suka bikin hang hp saya tolong perbaiki aplikasinya,ini aplikasi halodoc kenapa sih aplikasi ya berat dan suka bikin hang hp saya tolong perbaiki aplikasinya,"['ini', 'aplikasi', 'halodoc', 'kenapa', 'sih', 'aplikasi', 'ya', 'berat', 'dan', 'suka', 'bikin', 'hang', 'hp', 'saya', 'tolong', 'perbaiki', 'aplikasinya']","['aplikasi', 'halodoc', 'sih', 'aplikasi', 'ya', 'berat', 'suka', 'bikin', 'hang', 'hp', 'tolong', 'perbaiki', 'aplikasinya']",aplikasi halodoc sih aplikasi ya berat suka bikin hang hp tolong baik aplikasi
5,Bagus banget ngebantu banget,Bagus banget ngebantu banget,bagus banget ngebantu banget,bagus banget membantu banget,"['bagus', 'banget', 'membantu', 'banget']","['bagus', 'banget', 'membantu', 'banget']",bagus banget bantu banget
1,Gak bisa cek harga obat dan beli gn resep setelah Konsul dokter. Hubungi ke cs via WhatsApp Business nya cuma disuruh menunggu tanpa diberi penjelasan.,Gak bisa cek harga obat dan beli gn resep setelah Konsul dokter Hubungi ke cs via WhatsApp Business nya cuma disuruh menunggu tanpa diberi penjelasan,gak bisa cek harga obat dan beli gn resep setelah konsul dokter hubungi ke cs via whatsapp business nya cuma disuruh menunggu tanpa diberi penjelasan,tidak bisa cek harga obat dan beli begini resep setelah konsultasi dokter hubungi ke cs via whatsapp business ya cuma disuruh menunggu tanpa diberi penjelasan,"['tidak', 'bisa', 'cek', 'harga', 'obat', 'dan', 'beli', 'begini', 'resep', 'setelah', 'konsultasi', 'dokter', 'hubungi', 'ke', 'cs', 'via', 'whatsapp', 'business', 'ya', 'cuma', 'disuruh', 'menunggu', 'tanpa', 'diberi', 'penjelasan']","['cek', 'harga', 'obat', 'beli', 'resep', 'konsultasi', 'dokter', 'hubungi', 'cs', 'via', 'whatsapp', 'business', 'ya', 'disuruh', 'menunggu', 'penjelasan']",cek harga obat beli resep konsultasi dokter hubung cs via whatsapp business ya suruh tunggu jelas
1,"ini aplikasinya kenapa y bikin hapeku ngelag, ngehang. sampai ku restart ulang2",ini aplikasinya kenapa y bikin hapeku ngelag ngehang sampai ku restart ulang,ini aplikasinya kenapa y bikin hapeku ngelag ngehang sampai ku restart ulang,ini aplikasinya kenapa ya bikin hapeku ngelag ngehang sampai ku restart ulang,"['ini', 'aplikasinya', 'kenapa', 'ya', 'bikin', 'hapeku', 'ngelag', 'ngehang', 'sampai', 'ku', 'restart', 'ulang']","['aplikasinya', 'ya', 'bikin', 'hapeku', 'ngelag', 'ngehang', 'ku', 'restart', 'ulang']",aplikasi ya bikin hapeku ngelag ngehang ku restart ulang
1,sangat tidak puas dalam pelayanan komplain,sangat tidak puas dalam pelayanan komplain,sangat tidak puas dalam pelayanan komplain,sangat tidak puas dalam pelayanan komplain,"['sangat', 'tidak', 'puas', 'dalam', 'pelayanan', 'komplain']","['puas', 'pelayanan', 'komplain']",puas layan komplain
5,Mantap...,Mantap,mantap,mantap,['mantap'],['mantap'],mantap
4,Sangat membantu...sebelum ada pemeriksaan secara langsung oleh dokter,Sangat membantusebelum ada pemeriksaan secara langsung oleh dokter,sangat membantusebelum ada pemeriksaan secara langsung oleh dokter,sangat membantusebelum ada pemeriksaan secara langsung oleh dokter,"['sangat', 'membantusebelum', 'ada', 'pemeriksaan', 'secara', 'langsung', 'oleh', 'dokter']","['membantusebelum', 'pemeriksaan', 'langsung', 'dokter']",membantusebelum periksa langsung dokter
5,Bagus penjelasan nya. Dokter nya ramah,Bagus penjelasan nya Dokter nya ramah,bagus penjelasan nya dokter nya ramah,bagus penjelasan ya dokter ya ramah,"['bagus', 'penjelasan', 'ya', 'dokter', 'ya', 'ramah']","['bagus', 'penjelasan', 'ya', 'dokter', 'ya', 'ramah']",bagus jelas ya dokter ya ramah
5,Sangat membantu di kala mendesak,Sangat membantu di kala mendesak,sangat membantu di kala mendesak,sangat membantu di kala mendesak,"['sangat', 'membantu', 'di', 'kala', 'mendesak']","['membantu', 'mendesak']",bantu desak
5,"Bagus,tapi waktunya kurang lama",Bagustapi waktunya kurang lama,bagustapi waktunya kurang lama,bagustapi waktunya kurang lama,"['bagustapi', 'waktunya', 'kurang', 'lama']",['bagustapi'],bagustapi
5,Rekomended utk dokter psikologi nya,Rekomended utk dokter psikologi nya,rekomended utk dokter psikologi nya,rekomended untuk dokter psikologi ya,"['rekomended', 'untuk', 'dokter', 'psikologi', 'ya']","['rekomended', 'dokter', 'psikologi', 'ya']",rekomended dokter psikologi ya
4,Aku suka pake aplikasi Halodoc respon dokter2 nx cepat,Aku suka pake aplikasi Halodoc respon dokter nx cepat,aku suka pake aplikasi halodoc respon dokter nx cepat,aku suka pakai aplikasi halodoc respon dokter nx cepat,"['aku', 'suka', 'pakai', 'aplikasi', 'halodoc', 'respon', 'dokter', 'nx', 'cepat']","['suka', 'pakai', 'aplikasi', 'halodoc', 'respon', 'dokter', 'nx', 'cepat']",suka pakai aplikasi halodoc respon dokter nx cepat
5,Baik..,Baik,baik,baik,['baik'],[],
5,"Dokter nya fast respon, diberikan resep obat💯",Dokter nya fast respon diberikan resep obat,dokter nya fast respon diberikan resep obat,dokter ya fast respon diberikan resep obat,"['dokter', 'ya', 'fast', 'respon', 'diberikan', 'resep', 'obat']","['dokter', 'ya', 'fast', 'respon', 'resep', 'obat']",dokter ya fast respon resep obat
5,Sangat membantu saya,Sangat membantu saya,sangat membantu saya,sangat membantu saya,"['sangat', 'membantu', 'saya']",['membantu'],bantu
5,Bagus dalam memberikan solusi,Bagus dalam memberikan solusi,bagus dalam memberikan solusi,bagus dalam memberikan solusi,"['bagus', 'dalam', 'memberikan', 'solusi']","['bagus', 'solusi']",bagus solusi
