Rating,steming_data,Score,Sentiment
5,bantu rantau,0,Netral
1,aplikasi appan update buka,-1,Negatif
5,curhat pepet tunggu dokter offline,-1,Negatif
5,bantu trimakasih halodoc,1,Positif
5,simplemudah tinggal tungguga ribet optik sakit ringankerenn halodoc,-2,Negatif
5,lu terapi psikologi tunggu mental butuh nasehat langsung kasih emosi ya maaih,1,Positif
5,guna malu konsultasi langsung,3,Positif
4,bantu tindak langsung halodoc efisien kadang singkat langsung resep obat,3,Positif
2,tolong ya harga naik garagara viral konsultasi peres harga jarang voucher sulit pasien obat,4,Positif
5,fast respon,1,Positif
1,permisi konsultasi psikolog bayar pakai dana masuk halodoc ya dokter ya balas sistem suruh bayar konsultasi tf mohon tindak lanjut nominal,2,Positif
1,status dokter online bayar dokter langsung offline parah banget kembali dana,2,Positif
5,baguskonsul ya mudah paham dokter ya cekat,2,Positif
5,respond cepat barang pes sesuai,1,Positif
5,aplikasi bantu orang dokter alam bidang sesuai jobdesknya jenis obat sedia lengkap fiturnya tarik terimakasih halo doc konsultasi dokter beli obat jam mana,3,Positif
5,masalah sehat halodoc,-1,Negatif
1,sesi ya guna rugi sesi kait gejala ambil contoh aplikasi belah alodokter sesi suruh konsultasi lanjut dokter suruh bayar tolong sesi menit tambah ajar aplikasi belah kritik paham sih,-4,Negatif
5,obat lengkap,-1,Negatif
1,beli obat sulit konsultasi,0,Netral
5,bantu,0,Netral
5,responsifsabarjelas,0,Netral
5,mainin komputer langsung dokter,0,Netral
1,susah verifikasi ktp kunci,0,Netral
5,komplain semalem pagi langsung tangan clear,2,Positif
1,konsultasi bayar pas bayar eh dokter ya sibuk sibuk bayar bayar dokter respon,4,Positif
5,bantu dokter,0,Netral
1,aplikasi nya sbenarnya bagus bantu banget ngelag pas checkout ngelag parah tekan apa,-1,Negatif
5,pilih dokter dokter fast respon ramah informatif,0,Netral
5,manfaat kalah sakit modal duit pada,-2,Negatif
5,gooooodddd,0,Netral
2,guna layak harap,1,Positif
1,birokrasi belit belit,-2,Negatif
5,bantu bingung dokter,0,Netral
5,responnya cepatsangat bantu resep obat,0,Netral
5,dokter cepat respon tanggap terima kasih dokter,3,Positif
5,bantu aplikasi halodoc gue adiksi game online tangan psikolog klinis errina,1,Positif
5,bantu butuh obat pergi mana,-2,Negatif
2,lengkap profil field isi nomor telpon pencet,-1,Negatif
5,masya allah dokter ya ramah jelas,2,Positif
5,bantu moga lekas sembuh,2,Positif
5,aplikasi bantu saat sakit,-2,Negatif
5,mantap mudah konsultasi obat,1,Positif
5,chat bantu banget,2,Positif
1,layan dokter buruk pas masuk chat online ya ceklis tanggap keluh pasien,2,Positif
5,lumayan bantu,0,Netral
5,alhamdulillah konsultasi dokter atas keluh,1,Positif
5,responnya cepat suka deh,0,Netral
5,dokter,0,Netral
5,kirim obat super cepeett konsultasi ribet makasiiiiiii,0,Netral
5,bagus ramah ramah,0,Netral
5,bantu trimakasih halodoc,1,Positif
1,kecewa banget bayar online online,1,Positif
1,transaksi batal aplikasi dana kembali saldo halodok transaksi beli bio vision kirim bisolvon,3,Positif
5,mudah orang sakit moga libat start up amal jariyah amin,1,Positif
5,bantu banget alternatif malas dokter offline ngemudahin kaum mager fitur resep digital antar langsung dokter pintar pilih dokter bagus,0,Netral
4,sagat muas terima kasih,2,Positif
5,bantu,0,Netral
5,dokter ramah,0,Netral
5,log pasuk nomor telepon kirim whatsapp pesan,1,Positif
5,masyaallah bagus konsultasi dokter ya alhamdulillah baik kulit ku cocok pilih dokter ya,3,Positif
5,puas banget pakai halodoc konsultasi dokter spesialis darurat order obat sesuai butuh,3,Positif
5,alhamdulillah bantu,1,Positif
5,layan cepat responsif ramah dokter ya,1,Positif
1,alamat kirim jakarta jawa timur ubah alamat,1,Positif
5,rekomen banget mudah,1,Positif
5,aplikasi halodoc bantu dokter ya nyaman konsultasi,2,Positif
5,dokter ya ramah,1,Positif
1,sayang pasien konsultasi dokter telat menit alas tibatiba cancel bayar bayar expensive harga ajar jadi kali kayak telat menit cancel bayar ya pakai uang bayar pakai daun fitur kayak mending konsultasi halodoc offline mintol baik tiada,0,Netral
5,banget,1,Positif
5,respon cepat,1,Positif
5,dokter informatif,0,Netral
5,layan dokter muas,1,Positif
5,good proses mudah kirim cepat,3,Positif
4,bantu,0,Netral
5,good quick respon from hamidah,2,Positif
5,ringkas diagnosa sakit halo dok,0,Netral
5,suka layan halodoc dokter kualitas kirim obat cepat terimakasih halodoc,2,Positif
1,sih konsultasi dokter ya off sesi ya habis rugi bayar sesal banget buang duit respon samsek,3,Positif
5,puas lgsng respon,2,Positif
5,manfaat,1,Positif
5,respon cpat pnjlsan akurat,1,Positif
4,hi selamat pagisiangsoremalam terimakasih luang baca overall good harap fitur konsultasi diupgrade jam menit konsultasi tambah dokter pasien alam dokter durasi menit durasi tamat dokter open roomchat dibales,5,Positif
5,bantu konsultasi mudaj obat cepat,0,Netral
5,dokter informatif harga produk resep mahal banding beli apotik langsung,5,Positif
1,bayar dokter off kembali dana hubung email kembali dana,2,Positif
5,aplikasi ya bagus dokter ya percaya,2,Positif
5,alhamdulillah terimakasih halodoc bantu,2,Positif
5,mudah sekaliterimakasih hallodoc,0,Netral
5,layan super mantap,1,Positif
5,praktis antri praktek dokter,1,Positif
5,bantu mudah informasi obat,-1,Negatif
5,mantap jam siaga,1,Positif
5,bantu,0,Netral
5,terima kasih halodoc marshell phang,1,Positif
3,maaf lihat dokter ya online pas chat off bayar rugi banget,4,Positif
5,halodoc bantu keluarga mudah obat,-1,Negatif
5,layan prima,1,Positif
5,dokter ramah murah bantu banget,1,Positif
5,dokter ramah balas chatnya cepat,0,Netral
5,malam belanja responnya cepat barang antar hallodoc ok,0,Netral
1,kecawa halodoc konsultasi dokter spa rahman setiawan spa beliau merespon sesi otomatis saldo bayar hilang hasil,5,Positif
5,aplikasi mudah konsultasi dokter klinikrumah sakit capek tunggu panggil dokter antri obat,-3,Negatif
5,bantu banget rumah,2,Positif
5,kali konsultasi aplikasi sofar bagus banget alhamdulillah kalah klinik langsung,2,Positif
5,keren,0,Netral
5,dokter ramah moga resep cocok,2,Positif
1,barang terima obat rim uang lenyap diam tipu barang chat balas uang lenyap tolong aplikasi tutup aparat wenang,-5,Negatif
5,bantu bagus,0,Netral
5,terima kasih bantu keluarga,1,Positif
5,dokter ramah detail papar jelas terimakasih dok,2,Positif
5,kali layan konsultasi dktr halodoc muas respon dokter cepat ramah interviewnya detail kirim obat cepat sesimple periksa halodoc hemat tenaga terima kasih dokter terima kasih halodoc,6,Positif
5,batu dokter ramah erti,0,Netral
5,respon cepat kwtika butuh obat kirim cepat jam malam lebaran terimakasih halodoc,0,Netral
3,cocok,0,Netral
5,ramah dokter layan,0,Netral
5,dokter responny cepatobat manjurjurkerenlah,0,Netral
5,terimakasih dokter,1,Positif
5,bagus mudah,0,Netral
5,halodoc bantu kondisi emergency ringan libur fasilitas sehat tutup faskes dokter hewan susah temu daerah pencil bantu cocok periksa kondisi sakit ringan kondisi berat,-2,Negatif
1,very bad apotek tutup cancel pesan ya ganti driver tutup,-2,Negatif
5,fast response mudah pasien,0,Netral
5,bantu desak rumah,1,Positif
5,respon cepat bantu,1,Positif
5,cepat tangan,1,Positif
3,ya bagus peebarui bikin pusing fiturnya kalender mestruasi ya hilang cek prediksi,0,Netral
5,mantab beli obat rumah langsung,1,Positif
5,aplikasi keren bantu saat musim libur,0,Netral
5,bantu,0,Netral
5,bantu ramah,0,Netral
5,dokter ramah saran,0,Netral
5,dokter fast respon ramah,1,Positif
5,niceeer,0,Netral
5,bantu konsultasi darurat,1,Positif
5,bantu,0,Netral
5,bantu ngelink usaha,0,Netral
5,bantu cari obat dekat cepat,-2,Negatif
5,semoag konsultasi bulan hasil muas,2,Positif
5,ngecewain,0,Netral
5,bantu,0,Netral
1,terang online bayar dokter online ya sibuk chat nipu,2,Positif
5,dokter cepat tanggap,1,Positif
4,perhati dokter halodoc btw harga ya murah ya milik uang,4,Positif
5,mantab solutif,0,Netral
5,terima kasihrespon cepat,1,Positif
5,mudah dokter profesional,0,Netral
5,recomended,0,Netral
5,dokter cepat respon,1,Positif
5,halo doc the best,1,Positif
5,kirim harga obat jangkau recomended,1,Positif
5,nemu dokter hewan banget,0,Netral
5,sip bantu banget,1,Positif
5,bagus remendasi banget sakit darat,0,Netral
4,saran transaksi toko onlinerekber dana tahan tiga konsultasi selesai konsumen hak aju kembali dana layan sesuai contoh dokter balas sesi selesai buru buru layan pasien sesi konsumen milik hak konsultasi sepenuh potong terimakasih bantu moga depan,7,Positif
5,dokter ramah konsultasi,1,Positif
5,dokter bantu informasi detail fast reapond aplikasi mudah paham,0,Netral
5,aplikasi bantu konsultasi dokter saran resep tangan sakit terimakasih halodoc,2,Positif
5,bantu halodocsukses,0,Netral
5,bantu kondisi darurat,0,Netral
5,baik,0,Netral
5,respon cepat top,2,Positif
5,suka banget cepat banget sampai,2,Positif
4,apl bantu,0,Netral
1,bayar free,1,Positif
5,bantu saat mager enak badan,-2,Negatif
1,uang potong pas bayar notif dokter sibuk tolong kembali uang,0,Netral
5,bantu pesan obat obat jarak terima kasih halodoc,-1,Negatif
5,bantu liburhari raya,0,Netral
5,bantu aplikasi halodoc obat alhamdulillah cocok anak kali konsultasi dokter anak andrew limantoro obat ya dokter dsa rs mesan obat terkadang apotek kirim rumah overall oke sih,1,Positif
5,bagus cepat solutif,0,Netral
5,bagus efektif butuh konsultasi,1,Positif
5,layan bagus,0,Netral
3,beli obat blok a kby ya apotik cengkareng parah,-1,Negatif
5,bantu respon cepat terimakasih,2,Positif
5,good sih kali pakai i like this app,1,Positif
5,mantab mudah obat,-1,Negatif
5,bantu banget makasiii dokter baikkk,1,Positif
5,alhamdulillah kenal halodoc wajah,1,Positif
5,mudah cepat proses,1,Positif
1,aplikasi haram gelar dokter ngemis duit aplikasi baik sistem tombol report bayar tuju biar konsultasi dichat langsung offline ribu ribu uang ribu bagi orang beda,-1,Negatif
4,bantu obat praktis mudah saat rumah,1,Positif
5,terima kasih halodoc halodoc membantupara dokter cepat respon,2,Positif
5,bantu terima kasih,1,Positif
3,guna aplikasi baru fitur aplikasi bantu hilang kalender menstruasi dll fitur sayang catat sana fiturnya perangkat salah sana harap fitur tambah kembali,-1,Negatif
5,mksi halodoc,0,Netral
1,cs malam ditlp dimatiin,-1,Negatif
5,praktis bantu antri,1,Positif
5,bantu darurat,0,Netral
1,aplikasi buruk pesan obat kirim cancel bisauang kecewa,-2,Negatif
5,terimakasih bantu tes mental,1,Positif
5,keren bantu,0,Netral
5,cepetmenyenangkan,0,Netral
5,ok dokter kali ya,2,Positif
5,oke apps,1,Positif
1,bug resah guna,0,Netral
5,layan cepat obat,-1,Negatif
5,bantu rumah ya obat,1,Positif
1,bad banget tau tau kurir batalin enak jidat titik gajeeeeee,-3,Negatif
4,dokter jelas nya detail,1,Positif
5,bantu god job,0,Netral
5,dokter senang konsultasi cepat tanggap mudah erti mantap,3,Positif
5,semangat,0,Netral
5,dokter bantu tanggap,1,Positif
5,dokter,0,Netral
5,pakai pesan instanongkos murah jangkau cepat pulatp sayang maps ya tolong update ya,2,Positif
5,dokter pakai asuransi prudential tangan cepat respon dokter cepat obat dberikan bagus,1,Positif
5,bagus bantu,0,Netral
5,gercep dokter,0,Netral
5,tangan cepat,1,Positif
5,dokter ya respon cepat,2,Positif
1,aplikasi matang rugi,-2,Negatif
5,keren banget,1,Positif
5,halodoc top sih konsul tambah konsultasi dokter spesialis tangan rs terimakasih,6,Positif
1,apk ya nge stuck ya allah,3,Positif
3,nyaman banget pakai halodoc zaman pandemi kalender menstruasi ya bantu eh barusan buka aplikasi tampil ubah total mana kalender menstruasi ya ya ya beranda,4,Positif
1,obat instant antar jam kecewa,-1,Negatif
1,gila tunggu ya kudu jam keburu mati gue untung anak kos bantu belikan apotek lumayan modal mnit,-2,Negatif
1,kecewa salah cs nama annissa md untung obat emergency obat emergency pasien mati gara laku main batalin kirim obat anak jawab salah gojek maaf nama pribadi salah kasih bintang murni annissa md,-7,Negatif
3,moga depan apotek arah apotek dekat sesuai titik pengantaranalamat mes minggu kira pesan moga bahan timbang terima kasih,2,Positif
1,kesini nih aplikasi bayar dokter ya respon offline bayar potong,0,Netral
5,dokter jaring cepat responnya bagus tks,1,Positif
5,bagus muas,1,Positif
5,kerja kerja sana guna setia halodoc dokter ramah,2,Positif
4,fast resp oklah,0,Netral
2,aplikasi bantu rumah ya apotiktpi bantu kurir ya banget ambil pesan responsif,2,Positif
5,bantu juang acne gonta ganti produk nemu cocok sesuai resep dokter,2,Positif
5,dahsyat,0,Netral
5,mudah langsung konsultasi dokter antri,2,Positif
5,terimakasih alodok bantu,1,Positif
1,bayar gilir ngechat dokter sibuk suruh chat dokter laintapi uang balikkecewa banget,1,Positif
5,enak dokter ya,1,Positif
5,aplikasi bantu konsultasi online,0,Netral
4,respon dokter cepat bantu,1,Positif
5,bagus faskes daftar harga obat lengkap,0,Netral
5,bantu terima kasih,1,Positif
5,cakep,0,Netral
1,bayar chat dokter dokter sibuk uang potong rugi banget,0,Netral
5,bantu saat,0,Netral
1,buka apk halo doc bulan rencana coba buka pngisian alamat ubah patok google map bikin nyasar kurir reguler ydah lakh uninstal jlas kompen ternyta bnerin mnimal kayak toko online ptokan alamt google map,-2,Negatif
5,layan cepat sempat,0,Netral
3,voucher ya ya kadang pakai kadang gkdi coba pakai voucher ya relog lagianeh,7,Positif
5,layan bagus tahan,0,Netral
5,respon dokter ya cepat,2,Positif
1,tau biar call driver daftar nomor gojek pesan obat antar aplikasi share nomor pakai driver driver hubung aplikasi bodoh,-4,Negatif
1,salah kasih obat anak chat pasien obat dewasa tolong tangan ubah bintang terima kasih,0,Netral
5,good layan nya,1,Positif
2,tolong bijak dokter ya terima pasien efisien psikolog psikiater waktu menit menjelaskanmenjawab ya butuh menit balas client minimal nilai komentar client ya tampil unggul kurang dokter harga konsultasi psikolog murah tolong tingkat,6,Positif
5,bantu syukron,0,Netral
5,bantu saat mudah dokter milik aplikasi sehat mudah amanah apotik ya mutu,2,Positif
5,mantull,0,Netral
5,dokter bantu,0,Netral
1,obat lengkap pasti pilih toko obat sanggup penuh item sesuai resep dokter khusus search toko obat halodoc sanggup toko obat lengkap item share konsumen,-2,Negatif
5,bantu dokter dokter ramah enak ajak konsultasu,1,Positif
5,pakai halodoc layan bagus dokter alam resep obat sesuai bagus sehat pesan barang paket aman moga halodoc ya,4,Positif
4,tingkat segi kirim,1,Positif
5,respon jelas trimakasih,2,Positif
2,lantas harap dokter online,0,Netral
5,aplikasi bantu,-1,Negatif
5,halo dok bantu saat obat cari apotik toko obat aplikasi mudah dapat terima kasih halo dok,1,Positif
5,puas,1,Positif
5,okay,1,Positif
5,aplikasi mudah pasien konsultasi dokter langsung,1,Positif
5,pesan cepat packingan tutup rapat rapi,-1,Negatif
5,layan cepat obat resep cocok alhamdulillah,1,Positif
5,puas layam dokter muas sabar,3,Positif
5,bantu aplikasi initerima kasih halodoc,-1,Negatif
5,ok banget bantu,2,Positif
5,bagus malam butuh obat solusi halodoc,-2,Negatif
5,lancar,0,Netral
5,layan,0,Netral
5,dokter detail trimakasih,2,Positif
5,dokter ramah bantu cepat konsultasi tempat dokter pokok membaantu,0,Netral
5,layan muas aplikasi mudah jalan,0,Netral
1,pesan obat konfirmasi cari driver,-1,Negatif
5,muas kadang tau sehat mana aplikasi masalah alamai tempat mana sorang dokter sulit temu aplikasi langsung konsultasi mana ku bantu,-1,Negatif
5,mudahcepat nyaman aplikasi,0,Netral
1,aplikasi tipu indak gua pesan obat,-3,Negatif
3,ya baik apk ya bayar dokter ya sibukswdang konsultasi ya tunggu konsultasi habis dokter ya chat chat mesti bayar,8,Positif
1,isi gender apk jelek,-1,Negatif
5,dokter ramah banget tenang pasien,1,Positif
5,praktis konsultasi rumah pakai voucher hemat,4,Positif
5,layan penantran obat ramahorg nya,-1,Negatif
5,tangan professional sok far,1,Positif
5,mudah obat beli obat,-2,Negatif
5,bantu ambil baik moga sehat kuat,0,Netral
5,dokter ramah praktis,1,Positif
5,dokter jelas ya detail,2,Positif
5,terimakasih bantu butuh banget,1,Positif
4,bagus cuman dok rada slow respon,3,Positif
1,denah lokasi terang lokasi beda,-1,Negatif
5,layan cepat dokter ramah,0,Netral
1,tracking ojek mapsnya force closehp redmi note si,0,Netral
5,bantu sekaliterima kasih halodoc,0,Netral
4,fastt respon saran bagus,1,Positif
5,halodoc kurir khusus barang biar instan ya tks,1,Positif
5,mantap solusi layan cepat tanggap,3,Positif
5,muas layan halodoc,1,Positif
5,bagus banget,1,Positif
4,coba konsultasi moga cocok smaa rekomendasi dokter,2,Positif
4,manfaat,1,Positif
5,praktis bantu,1,Positif
5,moga cocok konsultasi corry,2,Positif
1,kecewa banget sih aplikasi bayar dokter online bayar dokter offline online menit sesi selesai biaya keluar murah,-1,Negatif
5,layan dokter ramah,0,Netral
5,mudah,0,Netral
5,bantu sekalipelayanan ya biasadokternya ramah,1,Positif
5,bagus,0,Netral
5,respon dokter cepat,1,Positif
5,bantu banget ujan beli obat halodoc solusi lancar moga promo kirim ya gratis hehehhe,6,Positif
5,beli obat konsultasi dokter mudah praktis,1,Positif
5,bantu terima kasih,1,Positif
5,goodongkirnya mohon kurang dgan promo promo,1,Positif
5,dokter ramah cepat tangan,1,Positif
5,bantu,0,Netral
5,solusi baik,1,Positif
5,enak konsultasi,1,Positif
4,harap apotek arah dekat aplikasi sedia apotek daerah sejajar titik kasihan apotek titik,-2,Negatif
4,berterimakasih halodoc apk jerawat wajah baik bugerror beli paket diamond chat spkk kali konsultasi hitung konsultasi kupon maret aktif mei pas jadwal konsultasi april apk habis mohon baik konsultasi,9,Positif
5,kirim cepat obat sedia,1,Positif
5,bantu aplikasi hebat,-1,Negatif
5,bantu milik batas,0,Netral
5,mudah sembuh,1,Positif
4,bantu tangan masalah sehat,0,Netral
5,holodoc aplikasi dokter profesional berpengalamanjanga ragu kunsultasi dokter dihalodoctq,-2,Negatif
5,dokter ya ramah,1,Positif
5,moga cocok,1,Positif
3,kupon pakai,1,Positif
5,dokter ramah dengar keluh pasien,1,Positif
5,kemarin kendala obat masuk asuransi update,-2,Negatif
5,respon cepat moga rambah semua rs apotek kirim,2,Positif
5,aplikasi manfaat biaya ya murah dokter layan good,2,Positif
5,jelas dokter mudah keri,-1,Negatif
5,respon ya cepat,2,Positif
5,dokter merespon cepat,1,Positif
5,cepat muas,1,Positif
4,bantu,0,Netral
5,bantu mager konsultasi tatap muka,1,Positif
5,cepat mantap,1,Positif
5,dok,1,Positif
3,wa telephone aktif mohon bantu aktif,0,Netral
5,dokter ramah balas chatnya cepat,0,Netral
5,fast respon klaim asuransi mudah,1,Positif
5,mudah layan cepat,0,Netral
5,bantu,0,Netral
1,bayar dokter ya terima chat sibuk chat bayar halodoc kayak rugi banget bayar chat dokter,4,Positif
5,layan service beli obat keren banget,0,Netral
5,aplikasi bantu konsultasi dokter rumah,1,Positif
4,aplikasi bagus bantu mohon fitur bayar cod mudah beli obat resep,-1,Negatif
5,bantu sakit rumah terimakasih,1,Positif
5,fast respons,1,Positif
5,dokter ramah jelas sedap,1,Positif
5,bantu aplikasi moga tingkat,1,Positif
5,gud aplikasi,-1,Negatif
5,mantap,1,Positif
5,top banget,2,Positif
5,bagus rumah yeyyy,1,Positif
5,terima kasih halodocbanyak membantuterutama butuh obat,-1,Negatif
5,emergency guna diare salah pakai obat tetes matayg pakai tetes serum rambut ciprat air panas mata dll bantu terimakasih,-5,Negatif
5,bantu sakit,-1,Negatif
1,aplikasi eror,-2,Negatif
5,bantu konsultasi dokter langsung handphone sibuk,2,Positif
5,alhamdulillah paket kantor,2,Positif
1,putus hubung kerja gojek apk order obat aplikasi gojek apk pesan obat sedia opsi kirim reguler obat jual apotek dekat mahal cepat konsultasi dokter mahal banding apk belah apk buruk,1,Positif
5,konsultasi ya pendek,2,Positif
1,aplikasi jelek bayar dokter hubung online suruh tunggu menit tunggu kabar tipu,-3,Negatif
5,aplikasi manfaat,0,Netral
5,dokter cepat blas tanggap keluh,1,Positif
5,keren aplikasi bagus,-1,Negatif
5,bantu orang mageran kayak,-1,Negatif
5,bantu banget sih malas konsultasi ya halodoc solusi kasih resep keren sih gakalah domter via offline tangan kusuma dewi msc sapa dve banget ramahhh dokter tinggal tunggu jadwal konsultasi ulang mingdep sukses ya dok apk ya ngebaantu,12,Positif
5,dokter ya fast respon,2,Positif
5,mudah,0,Netral
5,keren nih aplikasi halodoc,-1,Negatif
5,kali konsultasi gigi konsultasi dokter dokter ramah sabar kasih jelas rekom resep obat bagus,3,Positif
5,mantaf,0,Netral
5,bantu urgent,0,Netral
4,dokter cepat balas chat jelas detail,2,Positif
5,aplikasi ya bagus banget dokter ya ramah ramah,2,Positif
5,respon dokter konsultasi cepat,2,Positif
1,bayar kosultasi dokter sibuk dichat saldo hilang aneh,1,Positif
5,dokter ramah jawab tks dokter,0,Netral
5,aplikasi baik saat istri cuek,-1,Negatif
5,puas layan,1,Positif
5,puas layan mantap kirim cepat,3,Positif
5,singkat padat n,-1,Negatif
5,senang mudah cepat dokter,0,Netral
4,lumayan bantu taiwan liburjadi konsultasi bantu banget,2,Positif
5,bantu konsultasi dokter lancar tinggal tunggu obat tau kcptanktpatan pngirimany,-1,Negatif
1,cek str dokter daftar ya coba cek dokter,-1,Negatif
5,praktis harga jangkau,2,Positif
5,pakai halo dokalhamdulillah dokter ramah chat,2,Positif
3,guna halodoc kali aplikasi adatapi aplikasi lot sekalisering loading tau nge hang pencet pakai ngetiksudah coba install ulang hasil samaselain dokter curangsudah bayar ribu konsul sengaja menit chat berakhirbahkan resep anak theh sedia tablet pahit semuapas komplen balas chat selesai asa amal,-1,Negatif
5,aplikasi bagus bantu saat urgent,-1,Negatif
5,terkadang dokter cepat merespon wajar moga dokter libat tim libat sehat berkah aplikasi manfaat,3,Positif
5,respon cepat resep obat bagus,1,Positif
5,alhamdulillah mudah,1,Positif
1,respon chet bot,0,Netral
5,bantu pilih dokter banget dokter sesuai sakit derita,-1,Negatif
5,dokter komunikatifpengirimannyapun cepatttmakasih halodoc,0,Netral
4,alhamdulilah halodoc benarbenar bantu banget keluh jerawat mending banget thank you dokter spkk halodoc btw konsultasi dokter adek indrayani beliau ramah,4,Positif
3,bagus sih bberapa dokter slow respon banget situ tulis online balas chat ya singkat banget kayak lambat keburu habis deh sesi harap sih dokter kayak bberapa kali konsultasi temuin,4,Positif
5,oke,1,Positif
5,aplikasi bantu dokter bagus,-1,Negatif
5,mantap bantu,1,Positif
5,dokter ret banget detail banget jelasinnyacepet banget balas chatnya,4,Positif
5,bantu kaum anak kos rantau rumah dokter informatif sabarsering diskon thanks halodoc,2,Positif
5,bantu bangetoke pokok,0,Netral
5,solusi tangan cepat,2,Positif
1,maaf orang susah lihat iklan konsultasi gratis pas regis masu aplkiasi dokter konsultasi prabayarjdi iklan boongan ya bilang konsultasi gratis,7,Positif
4,download tiktuk,0,Netral
5,bagusdokternya respons mudah konsultasi hp,2,Positif
5,love itttt,0,Netral
5,rekomendasi banget sakit malas apotik konsultasi murah obat paten mantap,0,Netral
1,aplikasi lelet bayar chat sakit pengin chat bikin tres gila hmm,0,Netral
5,dokter cepat tanggap bagus,1,Positif
1,susah chat dokter lemottttttttt jam ngubek konsultasi bikin kesel,0,Netral
5,rekomendasi,0,Netral
1,kecewa aplikasi halodoc prioritas langgan kecewa pesan uang kembali,0,Netral
5,cepat responsif,0,Netral
5,respon dokter cepat ramah,1,Positif
5,bantu mudah,0,Netral
5,pilih dokter konsultasi priksa dokter langsung,1,Positif
3,bantu banget urgent sesi dokter online balas chat sesi zonk hehe kirim instan selisih biaya apotek tek tok bayar tambah biaya pegang cash thankyou,3,Positif
5,bantu mendiagnosa kondisi,0,Netral
5,sangatsangat bantu,0,Netral
1,ya daftar balas pasuk nomor kode ya ya tolong dok halodoc sih kali coba ngulang mulu nihhhh,3,Positif
5,kali konsultasi respon dokter cepat langsung kasih resep mudah mudah hasil bagus amin,5,Positif
1,aplikasi,-1,Negatif
5,helpfull,0,Netral
5,bafus layan ramah,0,Netral
5,rs konsultasi online aplikasi bantu,0,Netral
5,dokterny bagus coba nasihat doktnya,-1,Negatif
5,untung ketemu aplikasi bantu terima kasih dokter halodoc,1,Positif
5,layan dokternye cepat suka fengan aplikasi,-1,Negatif
5,bantu dngn cepat,0,Netral
4,bantu libur,1,Positif
5,trmksihh,0,Netral
2,menu isi saldo tarik saldo min,3,Positif
5,mudah konsultasi dokter spesialis,2,Positif
5,bantu dokter ya ramah layan dokter,1,Positif
5,bagus banget hrgany jangkau orang,1,Positif
1,dana potong dokter sibuk telfon cs info dokter terbooking duluan sistem cepat bookingnya bayar laku gagal masuk saldo potong estimasi dana jam potong saldo hitung detik,-2,Negatif
5,mudah obat kondisi emergensi bantu good service,-1,Negatif
5,mudah banget konsultasi halodoc affordable,2,Positif
2,kecewa layan halosoc handle keluh customer gerak bidang human gesit donggghh,0,Netral
5,praktis bantu,1,Positif
5,dokter ramah alhamdulillah,1,Positif
2,mudah respon cepat,1,Positif
5,terima kasih halodoc bantu,1,Positif
4,bantu moga lekas sembuh,2,Positif
1,ongkir pesan obat mahal ribu ya jatuh ribu lelet banget pengirimanya estimasi jam jam,2,Positif
1,kirim buruk,0,Netral
5,helpfull easy use fast respond thank youuu,1,Positif
5,dokter ramah wsktu konsultasi coba,1,Positif
5,solusi,1,Positif
5,great apps,1,Positif
5,apknya bagus fiturnya ok banget mudah paham voucher mantap deh,4,Positif
5,bantu konsultasi via chat,2,Positif
5,best konsutlasi online rekomen banget aplikasi gampang bayar via dana gopay dana bestt,2,Positif
5,app simple bantu hubung mudah dokter asuransi apotek harga jangkau terima kasih,3,Positif
5,aplikasi manfaat,0,Netral
5,bantu sulit pergi konsultasi dokter,1,Positif
5,bantu saat sibuk dokter ya cepat respone ya,2,Positif
5,aplikasi akses bagus layan,0,Netral
5,puas jelas terimakasih dok,3,Positif
5,terima kasih halodoc halodoc jerawat tahun hilang konsultasi rutin dokter kulit,1,Positif
5,alhamdulillah bantu terinkripsi kerja,2,Positif
5,dokyer gracia telaten konsul,1,Positif
5,bagus konsultasi sakit,0,Netral
5,konsultasi dokter bantu,1,Positif
1,aplikasi ya jelek konsultasi urologi pas bayar dokter ya online bayar masuk room konsultasi menit masuk sesi konsultasi dokter langsung offline lapor selesai adminnya tele tele lihat ulas ternyta alami aplikasi beri layan sehat tipu,3,Positif
5,terimakasih bantu antar waktu hujan moga kerjax berkah sehat,3,Positif
5,mantaps,0,Netral
5,bantu banget tinggal,1,Positif
5,gampang kaum malas antriansangat bantu dokter ya alam terimakasih halodockalo halodoc obat saking malesnya antri,0,Netral
5,aplikasi mudah konsultasi dok mana respon dok ya cepat thanks for halodoc,5,Positif
5,ya ok,2,Positif
5,alhamdulillah puas,2,Positif
5,bantu saat butuh dokter malam akhir pekan dokter bantu terimakasih,-1,Negatif
5,kecewa tulis dokter online hubung sibuk layan cepat biaya langsung proses kembali coba dokter alhamdulillah sambung respon cepat terimkasih halodoc,3,Positif
1,apk gblk tag lokasi gilir driver marah salah guna minimal belanja lagiga worth sesal download apk,-3,Negatif
5,bagus,0,Netral
5,senang bantu,0,Netral
5,suka banget,1,Positif
5,bantu rumah,1,Positif
3,dokter ramahdan rekomend,0,Netral
1,aplikasi halodoc sih aplikasi ya berat suka bikin hang hp tolong baik aplikasi,-2,Negatif
5,bagus banget bantu banget,2,Positif
1,cek harga obat beli resep konsultasi dokter hubung cs via whatsapp business ya suruh tunggu jelas,1,Positif
1,aplikasi ya bikin hapeku ngelag ngehang ku restart ulang,0,Netral
1,puas layan komplain,1,Positif
5,mantap,1,Positif
